market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
StatTrak™ P250 | Undertow (Factory New),StatTrak™ P250 | Undertow,Factory New,64.0,63.46,98.22,12
StatTrak™ P250 | Undertow (Field-Tested),StatTrak™ P250 | Undertow,Field-Tested,59.99,46.94,59.99,1
StatTrak™ P250 | Undertow (Minimal Wear),StatTrak™ P250 | Undertow,Minimal Wear,44.42,54.04,56.64,11
StatTrak™ P250 | Valence (Battle-Scarred),StatTrak™ P250 | Valence,Battle-Scarred,0.2,0.29,1.36,41
StatTrak™ P250 | Valence (Factory New),StatTrak™ P250 | Valence,Factory New,3.3,3.63,29.35,19
StatTrak™ P250 | Valence (Field-Tested),StatTrak™ P250 | Valence,Field-Tested,0.29,0.39,1.67,108
StatTrak™ P250 | Valence (Minimal Wear),StatTrak™ P250 | Valence,Minimal Wear,0.88,1.05,22.77,28
StatTrak™ P250 | Valence (Well-Worn),StatTrak™ P250 | Valence,Well-Worn,0.73,0.69,1.56,16
StatTrak™ P250 | Verdigris (Battle-Scarred),StatTrak™ P250 | Verdigris,Battle-Scarred,0.5,0.56,4.36,18
StatTrak™ P250 | Verdigris (Factory New),StatTrak™ P250 | Verdigris,Factory New,1.45,1.55,6.19,18
StatTrak™ P250 | Verdigris (Field-Tested),StatTrak™ P250 | Verdigris,Field-Tested,0.31,0.42,1.56,58
StatTrak™ P250 | Verdigris (Minimal Wear),StatTrak™ P250 | Verdigris,Minimal Wear,0.68,0.89,5.08,15
StatTrak™ P250 | Verdigris (Well-Worn),StatTrak™ P250 | Verdigris,Well-Worn,0.34,0.45,0.53,9
StatTrak™ P250 | Visions (Battle-Scarred),StatTrak™ P250 | Visions,Battle-Scarred,4.4,5.35,23.12,20
StatTrak™ P250 | Visions (Factory New),StatTrak™ P250 | Visions,Factory New,21.54,25.51,47.69,9
StatTrak™ P250 | Visions (Field-Tested),StatTrak™ P250 | Visions,Field-Tested,4.56,5.38,8.2,20
StatTrak™ P250 | Visions (Minimal Wear),StatTrak™ P250 | Visions,Minimal Wear,10.46,11.02,12.3,6
StatTrak™ P250 | Visions (Well-Worn),StatTrak™ P250 | Visions,Well-Worn,,5.63,,0
StatTrak™ P250 | Wingshot (Battle-Scarred),StatTrak™ P250 | Wingshot,Battle-Scarred,5.14,5.88,11.08,6
StatTrak™ P250 | Wingshot (Factory New),StatTrak™ P250 | Wingshot,Factory New,12.63,14.96,20.31,13
StatTrak™ P250 | Wingshot (Field-Tested),StatTrak™ P250 | Wingshot,Field-Tested,4.48,5.74,17.88,22
StatTrak™ P250 | Wingshot (Minimal Wear),StatTrak™ P250 | Wingshot,Minimal Wear,5.54,6.83,12.76,23
StatTrak™ P250 | Wingshot (Well-Worn),StatTrak™ P250 | Wingshot,Well-Worn,5.46,5.85,5.73,5
StatTrak™ P250 | X-Ray (Factory New),StatTrak™ P250 | X-Ray,Factory New,3.7,3.19,8.2,24
StatTrak™ P250 | X-Ray (Field-Tested),StatTrak™ P250 | X-Ray,Field-Tested,1.82,1.76,3.08,12
StatTrak™ P250 | X-Ray (Minimal Wear),StatTrak™ P250 | X-Ray,Minimal Wear,1.39,1.78,15.75,16
StatTrak™ P90 | Asiimov (Battle-Scarred),StatTrak™ P90 | Asiimov,Battle-Scarred,26.8,30.11,29.94,6
StatTrak™ P90 | Asiimov (Factory New),StatTrak™ P90 | Asiimov,Factory New,399.99,211.95,399.99,1
StatTrak™ P90 | Asiimov (Field-Tested),StatTrak™ P90 | Asiimov,Field-Tested,25.06,32.05,44.69,10
StatTrak™ P90 | Asiimov (Minimal Wear),StatTrak™ P90 | Asiimov,Minimal Wear,64.4,62.88,81.3,8
StatTrak™ P90 | Asiimov (Well-Worn),StatTrak™ P90 | Asiimov,Well-Worn,30.21,33.87,39.55,3
StatTrak™ P90 | Blind Spot (Battle-Scarred),StatTrak™ P90 | Blind Spot,Battle-Scarred,,11.34,,0
StatTrak™ P90 | Blind Spot (Factory New),StatTrak™ P90 | Blind Spot,Factory New,14.85,17.48,203.72,19
StatTrak™ P90 | Blind Spot (Field-Tested),StatTrak™ P90 | Blind Spot,Field-Tested,11.59,11.91,45.29,15
StatTrak™ P90 | Blind Spot (Minimal Wear),StatTrak™ P90 | Blind Spot,Minimal Wear,11.38,11.97,127.14,5
StatTrak™ P90 | Blind Spot (Well-Worn),StatTrak™ P90 | Blind Spot,Well-Worn,26.51,10.31,26.51,1
StatTrak™ P90 | Chopper (Battle-Scarred),StatTrak™ P90 | Chopper,Battle-Scarred,1.78,1.24,2.01,10
StatTrak™ P90 | Chopper (Factory New),StatTrak™ P90 | Chopper,Factory New,4.88,6.14,14.65,14
StatTrak™ P90 | Chopper (Field-Tested),StatTrak™ P90 | Chopper,Field-Tested,1.3,1.33,2.26,30
StatTrak™ P90 | Chopper (Minimal Wear),StatTrak™ P90 | Chopper,Minimal Wear,2.26,2.86,5.07,19
StatTrak™ P90 | Chopper (Well-Worn),StatTrak™ P90 | Chopper,Well-Worn,1.69,1.61,2.25,5
StatTrak™ P90 | Cocoa Rampage (Battle-Scarred),StatTrak™ P90 | Cocoa Rampage,Battle-Scarred,0.67,0.7,0.92,3
StatTrak™ P90 | Cocoa Rampage (Factory New),StatTrak™ P90 | Cocoa Rampage,Factory New,3.01,3.19,14.63,13
StatTrak™ P90 | Cocoa Rampage (Field-Tested),StatTrak™ P90 | Cocoa Rampage,Field-Tested,0.8,0.87,1.42,8
StatTrak™ P90 | Cocoa Rampage (Minimal Wear),StatTrak™ P90 | Cocoa Rampage,Minimal Wear,1.2,1.6,1.96,7
StatTrak™ P90 | Cocoa Rampage (Well-Worn),StatTrak™ P90 | Cocoa Rampage,Well-Worn,1.19,0.81,1.45,3
StatTrak™ P90 | Cold Blooded (Factory New),StatTrak™ P90 | Cold Blooded,Factory New,81.0,91.39,94.33,10
StatTrak™ P90 | Cold Blooded (Minimal Wear),StatTrak™ P90 | Cold Blooded,Minimal Wear,83.34,74.04,83.34,1
StatTrak™ P90 | Death Grip (Battle-Scarred),StatTrak™ P90 | Death Grip,Battle-Scarred,,11.14,,0
StatTrak™ P90 | Death Grip (Factory New),StatTrak™ P90 | Death Grip,Factory New,26.69,25.39,47.6,4
StatTrak™ P90 | Death Grip (Field-Tested),StatTrak™ P90 | Death Grip,Field-Tested,11.22,13.14,11.53,2
StatTrak™ P90 | Death Grip (Minimal Wear),StatTrak™ P90 | Death Grip,Minimal Wear,16.61,19.03,18.25,2
StatTrak™ P90 | Death Grip (Well-Worn),StatTrak™ P90 | Death Grip,Well-Worn,,11.73,,0
StatTrak™ P90 | Death by Kitty (Field-Tested),StatTrak™ P90 | Death by Kitty,Field-Tested,136.67,120.11,137.84,2
StatTrak™ P90 | Death by Kitty (Minimal Wear),StatTrak™ P90 | Death by Kitty,Minimal Wear,244.95,264.67,244.95,1
StatTrak™ P90 | Desert Warfare (Battle-Scarred),StatTrak™ P90 | Desert Warfare,Battle-Scarred,33.53,4.42,33.53,1
StatTrak™ P90 | Desert Warfare (Factory New),StatTrak™ P90 | Desert Warfare,Factory New,13.88,10.26,36.38,14
StatTrak™ P90 | Desert Warfare (Field-Tested),StatTrak™ P90 | Desert Warfare,Field-Tested,3.25,3.21,69.57,5
StatTrak™ P90 | Desert Warfare (Minimal Wear),StatTrak™ P90 | Desert Warfare,Minimal Wear,37.9,6.7,37.9,1
StatTrak™ P90 | Desert Warfare (Well-Worn),StatTrak™ P90 | Desert Warfare,Well-Worn,,6.61,,0
StatTrak™ P90 | Elite Build (Battle-Scarred),StatTrak™ P90 | Elite Build,Battle-Scarred,0.25,0.26,0.89,25
StatTrak™ P90 | Elite Build (Factory New),StatTrak™ P90 | Elite Build,Factory New,6.33,4.64,29.94,13
StatTrak™ P90 | Elite Build (Field-Tested),StatTrak™ P90 | Elite Build,Field-Tested,0.39,0.43,1.12,44
StatTrak™ P90 | Elite Build (Minimal Wear),StatTrak™ P90 | Elite Build,Minimal Wear,0.78,0.8,2.43,26
StatTrak™ P90 | Elite Build (Well-Worn),StatTrak™ P90 | Elite Build,Well-Worn,0.23,0.3,1.11,33
StatTrak™ P90 | Emerald Dragon (Battle-Scarred),StatTrak™ P90 | Emerald Dragon,Battle-Scarred,,147.77,,0
StatTrak™ P90 | Emerald Dragon (Factory New),StatTrak™ P90 | Emerald Dragon,Factory New,1250.0,938.75,1250.0,1
StatTrak™ P90 | Emerald Dragon (Field-Tested),StatTrak™ P90 | Emerald Dragon,Field-Tested,279.99,201.48,285.0,2
StatTrak™ P90 | Emerald Dragon (Minimal Wear),StatTrak™ P90 | Emerald Dragon,Minimal Wear,253.97,241.88,253.97,1
StatTrak™ P90 | Emerald Dragon (Well-Worn),StatTrak™ P90 | Emerald Dragon,Well-Worn,,189.56,,0
StatTrak™ P90 | Freight (Battle-Scarred),StatTrak™ P90 | Freight,Battle-Scarred,0.06,0.09,0.32,139
StatTrak™ P90 | Freight (Factory New),StatTrak™ P90 | Freight,Factory New,1.08,0.86,4.3,29
StatTrak™ P90 | Freight (Field-Tested),StatTrak™ P90 | Freight,Field-Tested,0.07,0.1,0.21,203
StatTrak™ P90 | Freight (Minimal Wear),StatTrak™ P90 | Freight,Minimal Wear,0.18,0.23,1.24,30
StatTrak™ P90 | Freight (Well-Worn),StatTrak™ P90 | Freight,Well-Worn,0.06,0.09,0.16,170
StatTrak™ P90 | Grim (Battle-Scarred),StatTrak™ P90 | Grim,Battle-Scarred,0.16,0.21,0.89,31
StatTrak™ P90 | Grim (Factory New),StatTrak™ P90 | Grim,Factory New,2.95,2.26,9.11,26
StatTrak™ P90 | Grim (Field-Tested),StatTrak™ P90 | Grim,Field-Tested,0.13,0.22,0.61,93
StatTrak™ P90 | Grim (Minimal Wear),StatTrak™ P90 | Grim,Minimal Wear,0.46,0.53,2.32,29
StatTrak™ P90 | Grim (Well-Worn),StatTrak™ P90 | Grim,Well-Worn,0.43,0.61,0.71,15
StatTrak™ P90 | Module (Factory New),StatTrak™ P90 | Module,Factory New,3.02,3.63,11.64,57
StatTrak™ P90 | Module (Field-Tested),StatTrak™ P90 | Module,Field-Tested,1.62,2.16,7.34,30
StatTrak™ P90 | Module (Minimal Wear),StatTrak™ P90 | Module,Minimal Wear,2.49,2.57,21.79,39
StatTrak™ P90 | Neoqueen (Battle-Scarred),StatTrak™ P90 | Neoqueen,Battle-Scarred,0.9,0.92,12.06,39
StatTrak™ P90 | Neoqueen (Factory New),StatTrak™ P90 | Neoqueen,Factory New,3.0,3.25,7.36,22
StatTrak™ P90 | Neoqueen (Field-Tested),StatTrak™ P90 | Neoqueen,Field-Tested,0.48,0.53,0.87,54
StatTrak™ P90 | Neoqueen (Minimal Wear),StatTrak™ P90 | Neoqueen,Minimal Wear,1.2,1.32,3.1,30
StatTrak™ P90 | Neoqueen (Well-Worn),StatTrak™ P90 | Neoqueen,Well-Worn,0.55,0.7,1.05,15
StatTrak™ P90 | Nostalgia (Battle-Scarred),StatTrak™ P90 | Nostalgia,Battle-Scarred,9.21,9.43,15.27,3
StatTrak™ P90 | Nostalgia (Factory New),StatTrak™ P90 | Nostalgia,Factory New,23.49,24.95,53.73,8
StatTrak™ P90 | Nostalgia (Field-Tested),StatTrak™ P90 | Nostalgia,Field-Tested,7.31,9.58,11.79,11
StatTrak™ P90 | Nostalgia (Minimal Wear),StatTrak™ P90 | Nostalgia,Minimal Wear,13.28,13.42,17.29,4
StatTrak™ P90 | Nostalgia (Well-Worn),StatTrak™ P90 | Nostalgia,Well-Worn,12.77,8.77,12.77,1
StatTrak™ P90 | Off World (Battle-Scarred),StatTrak™ P90 | Off World,Battle-Scarred,0.23,0.31,1.28,19
StatTrak™ P90 | Off World (Factory New),StatTrak™ P90 | Off World,Factory New,1.47,1.63,8.67,19
StatTrak™ P90 | Off World (Field-Tested),StatTrak™ P90 | Off World,Field-Tested,0.31,0.4,0.8,26
StatTrak™ P90 | Off World (Minimal Wear),StatTrak™ P90 | Off World,Minimal Wear,0.74,1.01,1.26,19
StatTrak™ P90 | Off World (Well-Worn),StatTrak™ P90 | Off World,Well-Worn,0.43,0.35,1.02,7
StatTrak™ P90 | Randy Rush (Battle-Scarred),StatTrak™ P90 | Randy Rush,Battle-Scarred,1.49,1.15,2.09,7
StatTrak™ P90 | Randy Rush (Factory New),StatTrak™ P90 | Randy Rush,Factory New,5.5,6.98,10.55,6
StatTrak™ P90 | Randy Rush (Field-Tested),StatTrak™ P90 | Randy Rush,Field-Tested,1.19,1.43,1.56,16
StatTrak™ P90 | Randy Rush (Minimal Wear),StatTrak™ P90 | Randy Rush,Minimal Wear,2.49,3.12,3.95,12
StatTrak™ P90 | Randy Rush (Well-Worn),StatTrak™ P90 | Randy Rush,Well-Worn,0.95,1.27,1.71,6
StatTrak™ P90 | Shallow Grave (Battle-Scarred),StatTrak™ P90 | Shallow Grave,Battle-Scarred,5.17,5.26,8.25,5
StatTrak™ P90 | Shallow Grave (Factory New),StatTrak™ P90 | Shallow Grave,Factory New,19.0,22.53,25.57,5
StatTrak™ P90 | Shallow Grave (Field-Tested),StatTrak™ P90 | Shallow Grave,Field-Tested,5.83,5.89,8.28,14
StatTrak™ P90 | Shallow Grave (Minimal Wear),StatTrak™ P90 | Shallow Grave,Minimal Wear,10.4,9.37,14.15,8
StatTrak™ P90 | Shallow Grave (Well-Worn),StatTrak™ P90 | Shallow Grave,Well-Worn,6.51,5.32,7.7,4
StatTrak™ P90 | Shapewood (Battle-Scarred),StatTrak™ P90 | Shapewood,Battle-Scarred,4.23,3.89,5.75,7
StatTrak™ P90 | Shapewood (Factory New),StatTrak™ P90 | Shapewood,Factory New,41.0,27.76,60.47,4
StatTrak™ P90 | Shapewood (Field-Tested),StatTrak™ P90 | Shapewood,Field-Tested,5.36,4.21,8.62,9
StatTrak™ P90 | Shapewood (Minimal Wear),StatTrak™ P90 | Shapewood,Minimal Wear,8.35,10.33,14.83,9
StatTrak™ P90 | Shapewood (Well-Worn),StatTrak™ P90 | Shapewood,Well-Worn,5.08,3.78,12.67,8
StatTrak™ P90 | Traction (Battle-Scarred),StatTrak™ P90 | Traction,Battle-Scarred,0.26,0.32,1.16,27
StatTrak™ P90 | Traction (Factory New),StatTrak™ P90 | Traction,Factory New,4.32,4.73,9.68,12
StatTrak™ P90 | Traction (Field-Tested),StatTrak™ P90 | Traction,Field-Tested,0.33,0.46,0.76,34
StatTrak™ P90 | Traction (Minimal Wear),StatTrak™ P90 | Traction,Minimal Wear,0.65,0.92,1.59,16
StatTrak™ P90 | Traction (Well-Worn),StatTrak™ P90 | Traction,Well-Worn,0.24,0.33,0.55,29
StatTrak™ P90 | Trigon (Battle-Scarred),StatTrak™ P90 | Trigon,Battle-Scarred,,18.2,,0
StatTrak™ P90 | Trigon (Field-Tested),StatTrak™ P90 | Trigon,Field-Tested,11.48,14.11,39.09,16
StatTrak™ P90 | Trigon (Minimal Wear),StatTrak™ P90 | Trigon,Minimal Wear,18.11,18.32,66.84,5
StatTrak™ P90 | Trigon (Well-Worn),StatTrak™ P90 | Trigon,Well-Worn,,16.72,,0
StatTrak™ P90 | Vent Rush (Battle-Scarred),StatTrak™ P90 | Vent Rush,Battle-Scarred,0.5,0.65,1.69,24
StatTrak™ P90 | Vent Rush (Factory New),StatTrak™ P90 | Vent Rush,Factory New,5.03,3.65,8.07,19
StatTrak™ P90 | Vent Rush (Field-Tested),StatTrak™ P90 | Vent Rush,Field-Tested,0.57,0.78,1.95,51
StatTrak™ P90 | Vent Rush (Minimal Wear),StatTrak™ P90 | Vent Rush,Minimal Wear,1.49,1.7,4.64,24
StatTrak™ P90 | Vent Rush (Well-Worn),StatTrak™ P90 | Vent Rush,Well-Worn,0.69,0.72,1.35,22
StatTrak™ P90 | Virus (Battle-Scarred),StatTrak™ P90 | Virus,Battle-Scarred,3.74,3.12,5.4,8
StatTrak™ P90 | Virus (Factory New),StatTrak™ P90 | Virus,Factory New,420.94,17.75,420.94,1
StatTrak™ P90 | Virus (Field-Tested),StatTrak™ P90 | Virus,Field-Tested,2.85,3.8,6.82,16
StatTrak™ P90 | Virus (Minimal Wear),StatTrak™ P90 | Virus,Minimal Wear,6.9,5.48,7.62,2
StatTrak™ P90 | Virus (Well-Worn),StatTrak™ P90 | Virus,Well-Worn,,3.9,,0
StatTrak™ P90 | Wave Breaker (Battle-Scarred),StatTrak™ P90 | Wave Breaker,Battle-Scarred,0.59,0.75,0.74,27
StatTrak™ P90 | Wave Breaker (Factory New),StatTrak™ P90 | Wave Breaker,Factory New,7.84,6.66,30.98,8
StatTrak™ P90 | Wave Breaker (Field-Tested),StatTrak™ P90 | Wave Breaker,Field-Tested,0.73,0.94,1.69,62
StatTrak™ P90 | Wave Breaker (Minimal Wear),StatTrak™ P90 | Wave Breaker,Minimal Wear,3.12,2.26,5.84,23
StatTrak™ P90 | Wave Breaker (Well-Worn),StatTrak™ P90 | Wave Breaker,Well-Worn,0.66,0.87,0.81,29
StatTrak™ PP-Bizon | Antique (Battle-Scarred),StatTrak™ PP-Bizon | Antique,Battle-Scarred,,13.02,,0
StatTrak™ PP-Bizon | Antique (Factory New),StatTrak™ PP-Bizon | Antique,Factory New,18.2,22.36,22.01,7
StatTrak™ PP-Bizon | Antique (Field-Tested),StatTrak™ PP-Bizon | Antique,Field-Tested,13.21,14.88,15.19,2
StatTrak™ PP-Bizon | Antique (Minimal Wear),StatTrak™ PP-Bizon | Antique,Minimal Wear,14.99,17.5,15.49,2
StatTrak™ PP-Bizon | Antique (Well-Worn),StatTrak™ PP-Bizon | Antique,Well-Worn,,13.7,,0
StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred),StatTrak™ PP-Bizon | Blue Streak,Battle-Scarred,,4.29,,0
StatTrak™ PP-Bizon | Blue Streak (Factory New),StatTrak™ PP-Bizon | Blue Streak,Factory New,,33.73,,0
StatTrak™ PP-Bizon | Blue Streak (Field-Tested),StatTrak™ PP-Bizon | Blue Streak,Field-Tested,4.26,3.72,6.2,9
StatTrak™ PP-Bizon | Blue Streak (Minimal Wear),StatTrak™ PP-Bizon | Blue Streak,Minimal Wear,8.22,6.06,15.45,5
StatTrak™ PP-Bizon | Blue Streak (Well-Worn),StatTrak™ PP-Bizon | Blue Streak,Well-Worn,,5.43,,0
StatTrak™ PP-Bizon | Cobalt Halftone (Factory New),StatTrak™ PP-Bizon | Cobalt Halftone,Factory New,4.91,3.2,4.91,1
StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested),StatTrak™ PP-Bizon | Cobalt Halftone,Field-Tested,1.22,1.38,6.52,31
StatTrak™ PP-Bizon | Cobalt Halftone (Minimal Wear),StatTrak™ PP-Bizon | Cobalt Halftone,Minimal Wear,1.61,1.82,79.63,33
StatTrak™ PP-Bizon | Cobalt Halftone (Well-Worn),StatTrak™ PP-Bizon | Cobalt Halftone,Well-Worn,1.74,1.36,1.74,1
StatTrak™ PP-Bizon | Embargo (Battle-Scarred),StatTrak™ PP-Bizon | Embargo,Battle-Scarred,2.92,3.33,3.65,3
StatTrak™ PP-Bizon | Embargo (Factory New),StatTrak™ PP-Bizon | Embargo,Factory New,28.41,18.26,32.18,4
StatTrak™ PP-Bizon | Embargo (Field-Tested),StatTrak™ PP-Bizon | Embargo,Field-Tested,3.88,3.8,5.29,5
StatTrak™ PP-Bizon | Embargo (Minimal Wear),StatTrak™ PP-Bizon | Embargo,Minimal Wear,8.62,8.74,10.92,5
StatTrak™ PP-Bizon | Embargo (Well-Worn),StatTrak™ PP-Bizon | Embargo,Well-Worn,4.16,3.3,4.17,3
StatTrak™ PP-Bizon | Fuel Rod (Battle-Scarred),StatTrak™ PP-Bizon | Fuel Rod,Battle-Scarred,1.3,1.85,3.56,14
StatTrak™ PP-Bizon | Fuel Rod (Factory New),StatTrak™ PP-Bizon | Fuel Rod,Factory New,11.49,8.86,17.57,3
StatTrak™ PP-Bizon | Fuel Rod (Field-Tested),StatTrak™ PP-Bizon | Fuel Rod,Field-Tested,1.78,2.12,4.48,35
StatTrak™ PP-Bizon | Fuel Rod (Minimal Wear),StatTrak™ PP-Bizon | Fuel Rod,Minimal Wear,2.98,3.63,18.09,22
StatTrak™ PP-Bizon | Fuel Rod (Well-Worn),StatTrak™ PP-Bizon | Fuel Rod,Well-Worn,1.32,1.8,1.75,10
StatTrak™ PP-Bizon | Harvester (Battle-Scarred),StatTrak™ PP-Bizon | Harvester,Battle-Scarred,0.2,0.25,1.24,11
StatTrak™ PP-Bizon | Harvester (Factory New),StatTrak™ PP-Bizon | Harvester,Factory New,3.98,2.86,5.82,17
StatTrak™ PP-Bizon | Harvester (Field-Tested),StatTrak™ PP-Bizon | Harvester,Field-Tested,0.21,0.28,0.29,8
StatTrak™ PP-Bizon | Harvester (Minimal Wear),StatTrak™ PP-Bizon | Harvester,Minimal Wear,0.39,0.57,0.79,8
StatTrak™ PP-Bizon | Harvester (Well-Worn),StatTrak™ PP-Bizon | Harvester,Well-Worn,0.18,0.25,0.24,13
StatTrak™ PP-Bizon | High Roller (Battle-Scarred),StatTrak™ PP-Bizon | High Roller,Battle-Scarred,5.35,4.49,6.43,6
StatTrak™ PP-Bizon | High Roller (Factory New),StatTrak™ PP-Bizon | High Roller,Factory New,33.65,43.01,33.65,1
StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ PP-Bizon | High Roller,Field-Tested,6.2,7.06,11.37,8
StatTrak™ PP-Bizon | High Roller (Minimal Wear),StatTrak™ PP-Bizon | High Roller,Minimal Wear,12.62,14.28,17.47,7
StatTrak™ PP-Bizon | High Roller (Well-Worn),StatTrak™ PP-Bizon | High Roller,Well-Worn,6.73,4.97,6.74,2
StatTrak™ PP-Bizon | Judgement of Anubis (Battle-Scarred),StatTrak™ PP-Bizon | Judgement of Anubis,Battle-Scarred,,12.35,,0
StatTrak™ PP-Bizon | Judgement of Anubis (Factory New),StatTrak™ PP-Bizon | Judgement of Anubis,Factory New,35.17,48.18,59.53,9
StatTrak™ PP-Bizon | Judgement of Anubis (Field-Tested),StatTrak™ PP-Bizon | Judgement of Anubis,Field-Tested,13.0,12.23,17.79,5
StatTrak™ PP-Bizon | Judgement of Anubis (Minimal Wear),StatTrak™ PP-Bizon | Judgement of Anubis,Minimal Wear,19.0,20.18,29.81,6
StatTrak™ PP-Bizon | Judgement of Anubis (Well-Worn),StatTrak™ PP-Bizon | Judgement of Anubis,Well-Worn,17.99,12.83,17.99,1
StatTrak™ PP-Bizon | Jungle Slipstream (Battle-Scarred),StatTrak™ PP-Bizon | Jungle Slipstream,Battle-Scarred,1.98,0.37,1.98,1
StatTrak™ PP-Bizon | Jungle Slipstream (Factory New),StatTrak™ PP-Bizon | Jungle Slipstream,Factory New,0.82,0.98,3.47,17
StatTrak™ PP-Bizon | Jungle Slipstream (Field-Tested),StatTrak™ PP-Bizon | Jungle Slipstream,Field-Tested,0.32,0.42,0.46,11
StatTrak™ PP-Bizon | Jungle Slipstream (Minimal Wear),StatTrak™ PP-Bizon | Jungle Slipstream,Minimal Wear,0.5,0.7,1.34,7
StatTrak™ PP-Bizon | Jungle Slipstream (Well-Worn),StatTrak™ PP-Bizon | Jungle Slipstream,Well-Worn,0.32,0.38,0.36,3
StatTrak™ PP-Bizon | Lumen (Battle-Scarred),StatTrak™ PP-Bizon | Lumen,Battle-Scarred,1.29,1.11,1.75,6
StatTrak™ PP-Bizon | Lumen (Factory New),StatTrak™ PP-Bizon | Lumen,Factory New,6.33,6.04,10.38,12
StatTrak™ PP-Bizon | Lumen (Field-Tested),StatTrak™ PP-Bizon | Lumen,Field-Tested,1.79,2.49,3.62,9
StatTrak™ PP-Bizon | Lumen (Minimal Wear),StatTrak™ PP-Bizon | Lumen,Minimal Wear,3.91,3.77,5.1,2
StatTrak™ PP-Bizon | Lumen (Well-Worn),StatTrak™ PP-Bizon | Lumen,Well-Worn,1.63,1.44,2.21,5
StatTrak™ PP-Bizon | Night Riot (Battle-Scarred),StatTrak™ PP-Bizon | Night Riot,Battle-Scarred,0.07,0.08,0.19,17
StatTrak™ PP-Bizon | Night Riot (Factory New),StatTrak™ PP-Bizon | Night Riot,Factory New,1.01,0.76,3.46,33
StatTrak™ PP-Bizon | Night Riot (Field-Tested),StatTrak™ PP-Bizon | Night Riot,Field-Tested,0.08,0.11,0.19,64
StatTrak™ PP-Bizon | Night Riot (Minimal Wear),StatTrak™ PP-Bizon | Night Riot,Minimal Wear,0.19,0.26,1.06,8
StatTrak™ PP-Bizon | Night Riot (Well-Worn),StatTrak™ PP-Bizon | Night Riot,Well-Worn,0.11,0.13,0.16,4
StatTrak™ PP-Bizon | Osiris (Battle-Scarred),StatTrak™ PP-Bizon | Osiris,Battle-Scarred,2.31,2.03,13.18,6
StatTrak™ PP-Bizon | Osiris (Factory New),StatTrak™ PP-Bizon | Osiris,Factory New,5.05,5.1,14.03,14
StatTrak™ PP-Bizon | Osiris (Field-Tested),StatTrak™ PP-Bizon | Osiris,Field-Tested,2.09,2.13,7.19,16
StatTrak™ PP-Bizon | Osiris (Minimal Wear),StatTrak™ PP-Bizon | Osiris,Minimal Wear,2.45,3.16,6.6,32
StatTrak™ PP-Bizon | Osiris (Well-Worn),StatTrak™ PP-Bizon | Osiris,Well-Worn,1.62,2.18,2.26,11
StatTrak™ PP-Bizon | Photic Zone (Battle-Scarred),StatTrak™ PP-Bizon | Photic Zone,Battle-Scarred,0.4,0.53,0.66,10
StatTrak™ PP-Bizon | Photic Zone (Factory New),StatTrak™ PP-Bizon | Photic Zone,Factory New,6.65,5.2,25.82,14
StatTrak™ PP-Bizon | Photic Zone (Field-Tested),StatTrak™ PP-Bizon | Photic Zone,Field-Tested,0.72,0.78,2.2,34
StatTrak™ PP-Bizon | Photic Zone (Minimal Wear),StatTrak™ PP-Bizon | Photic Zone,Minimal Wear,1.37,1.42,3.17,14
StatTrak™ PP-Bizon | Photic Zone (Well-Worn),StatTrak™ PP-Bizon | Photic Zone,Well-Worn,0.42,0.53,3.1,12
StatTrak™ PP-Bizon | Runic (Battle-Scarred),StatTrak™ PP-Bizon | Runic,Battle-Scarred,0.06,0.09,1.66,85
StatTrak™ PP-Bizon | Runic (Factory New),StatTrak™ PP-Bizon | Runic,Factory New,1.18,1.11,3.13,76
StatTrak™ PP-Bizon | Runic (Field-Tested),StatTrak™ PP-Bizon | Runic,Field-Tested,0.07,0.1,0.14,124
StatTrak™ PP-Bizon | Runic (Minimal Wear),StatTrak™ PP-Bizon | Runic,Minimal Wear,0.15,0.22,0.45,49
StatTrak™ PP-Bizon | Runic (Well-Worn),StatTrak™ PP-Bizon | Runic,Well-Worn,0.06,0.09,0.14,161
StatTrak™ PP-Bizon | Space Cat (Battle-Scarred),StatTrak™ PP-Bizon | Space Cat,Battle-Scarred,0.31,0.41,1.21,12
StatTrak™ PP-Bizon | Space Cat (Factory New),StatTrak™ PP-Bizon | Space Cat,Factory New,2.63,2.7,7.96,60
StatTrak™ PP-Bizon | Space Cat (Field-Tested),StatTrak™ PP-Bizon | Space Cat,Field-Tested,0.31,0.44,1.07,72
StatTrak™ PP-Bizon | Space Cat (Minimal Wear),StatTrak™ PP-Bizon | Space Cat,Minimal Wear,1.15,1.27,4.27,39
StatTrak™ PP-Bizon | Space Cat (Well-Worn),StatTrak™ PP-Bizon | Space Cat,Well-Worn,0.61,0.43,0.71,15
StatTrak™ PP-Bizon | Water Sigil (Battle-Scarred),StatTrak™ PP-Bizon | Water Sigil,Battle-Scarred,20.0,9.5,20.0,1
StatTrak™ PP-Bizon | Water Sigil (Factory New),StatTrak™ PP-Bizon | Water Sigil,Factory New,7.61,8.28,46.94,12
StatTrak™ PP-Bizon | Water Sigil (Field-Tested),StatTrak™ PP-Bizon | Water Sigil,Field-Tested,5.63,6.26,8.96,5
